LAB SAMPLE ID,SITE,Core Depth,Ave Core depth (cm),HG SPIKE,TIME POINT,COLLECTION_DATE,SAMPLE TYPE,SAMPLING COMMENT,SAMPLING METHOD,FILTER,SAMPLE PRESERVATION,PARAMETER,ANALYSIS DATE,SOURCE FILE,VALUE,DL,DL Flag,UNITS,Dilution,Replicate,ID Recovery
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,F-Si,07/26/16,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0726 ICPOES Elementals Grace H2O.xlsx,10,0.02,,mg/L,1,2,
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,F-Sr,07/26/16,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0726 ICPOES Elementals Grace H2O.xlsx,0.36,0.001,,mg/L,1,1,
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,F-Sr,07/26/16,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0726 ICPOES Elementals Grace H2O.xlsx,0.35,0.001,,mg/L,1,2,
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,F-Zn,07/26/16,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0726 ICPOES Elementals Grace H2O.xlsx,0.25,0.02,,mg/L,1,1,
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,F-Zn,07/26/16,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0726 ICPOES Elementals Grace H2O.xlsx,0.24,0.02,,mg/L,1,2,
CM15-1085,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,FTHg,07/28/16,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2016\20160728 TERX CM15 SI16.xlsx,1.2,0.26,,ng/L,2.1,,93%
CM15-1085,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Porewater,GDX syringe filter (0.45um GMF w/GMF),decant pw from centrifuged soil into 60 ml syringe in glove box,GD/X syringe filter 0.45 micron,,Sulfide,09/28/15,S:\MicrobialEcology\Analytical  Data\Sulfides\Sulfide 2015\2015_0928  sulfides CM15 NIEHS Jug Bay sites.xlsx,0.561,0.1,,µM,2,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Al,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.013,0.007,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-B,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.079,0.009,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Ba,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.86,0.003,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Ca,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,69.2,0.3,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Fe,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,43.1,0.03,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-K,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,14.1,9,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Mg,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,20.3,0.2,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Mn,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,2.68,0.001,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Na,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,82.4,3,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-P,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.69,0.02,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-S,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,3.81,2,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Si,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,10.1,0.005,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Sr,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,0.37,0.01,,mg/L,10,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Zn,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.28,0.006,,mg/L,1,,
CM15-1086,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,FMeHg,02/26/16,20160226 MERX RH15 CM15 pws.xlsx,0.1459,0.1459,<,ng/L,9.07,,84%
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Al,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.007,0.007,<,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-B,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.056,0.009,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Ba,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.92,0.003,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Ca,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,73.7,0.3,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Fe,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,47.5,0.03,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-K,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,14.8,9,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Mg,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,19.9,0.2,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Mn,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,3.07,0.001,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Na,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,77.1,3,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-P,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.25,0.02,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-S,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,2,2,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Si,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,11.6,0.005,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Sr,2016_0324,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0324 CM15 PW 10X.xlsx,0.39,0.01,,mg/L,10,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,porewater,,,GDX syringe filter (0.45um GMF w/GMF),,F-Zn,2016_0323,S:\MicrobialEcology\Analytical  Data\ICPOES Metals\OES elemental analysis 2016\2016_0323 CM15 PW.xlsx,0.31,0.006,,mg/L,1,,
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,FTHg,07/28/16,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2016\20160728 TERX CM15 SI16.xlsx,1.17,0.27,,ng/L,2.08,,85%
CM15-1087,Jug Bay Mudflat,0-4 cm,2,,,9/28/2015,Porewater,,decant pw from centrifuged soil into 60 ml syringe in glove box,GDX syringe filter (0.45um GMF w/GMF),,FTHg,07/28/16,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2016\20160728 TERX CM15 SI16.xlsx,1.07,0.26,,ng/L,2.21,Digestion duplicate,88%
CM15-1091,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,Unfiltered,"Decant ow from settled bottles into 15 mL PP tube, run fresh",none,,pH,09/28/15,S:\MicrobialEcology\Analytical  Data\pH\NIEHS Fall 2015 Marsh Survey\2015_0928 pH CM15 NIEHS Jug Bay sites.xlsx,6.92,,,pH,,,
CM15-1092,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,Unfiltered,"Decant ow from settled bottles into 15 mL PP tube, run fresh",none,,pH,09/28/15,S:\MicrobialEcology\Analytical  Data\pH\NIEHS Fall 2015 Marsh Survey\2015_0928 pH CM15 NIEHS Jug Bay sites.xlsx,6.89,,,pH,,,
CM15-1093,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,Unfiltered,"Decant ow from settled bottles into 15 mL PP tube, run fresh",none,,pH,09/28/15,S:\MicrobialEcology\Analytical  Data\pH\NIEHS Fall 2015 Marsh Survey\2015_0928 pH CM15 NIEHS Jug Bay sites.xlsx,6.96,,,pH,,,
CM15-1094,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,GDX syringe filter (0.45um GMF w/GMF),decant pw from centrifuged soil into 60 ml syringe in glove box,GD/X syringe filter 0.45 micron,,Sulfide,09/28/15,S:\MicrobialEcology\Analytical  Data\Sulfides\Sulfide 2015\2015_0928  sulfides CM15 NIEHS Jug Bay sites.xlsx,1.688,0.1,,µM,2,,
CM15-1095,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,GDX syringe filter (0.45um GMF w/GMF),decant pw from centrifuged soil into 60 ml syringe in glove box,GD/X syringe filter 0.45 micron,,Sulfide,09/28/15,S:\MicrobialEcology\Analytical  Data\Sulfides\Sulfide 2015\2015_0928  sulfides CM15 NIEHS Jug Bay sites.xlsx,1.225,0.1,,µM,2,,
CM15-1096,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Porewater,GDX syringe filter (0.45um GMF w/GMF),decant pw from centrifuged soil into 60 ml syringe in glove box,GD/X syringe filter 0.45 micron,,Sulfide,09/28/15,S:\MicrobialEcology\Analytical  Data\Sulfides\Sulfide 2015\2015_0928  sulfides CM15 NIEHS Jug Bay sites.xlsx,0.579,0.1,,µM,2,,
CM15-1097,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CH4 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,155.3,,,nmol/g dw h,,,
CM15-1097,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CO2 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,333,,,nmol/g dw h,,,
CM15-1098,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CH4 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,61,,,nmol/g dw h,,,
CM15-1098,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CO2 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,195,,,nmol/g dw h,,,
CM15-1099,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CH4 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,174.7,,,nmol/g dw h,,,
CM15-1099,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Headspace,none,Syringe ,none,,CO2 Production,09/30/15,S:\MicrobialEcology/Analytical  Data/CH4 CO2/CO2_CH4 2015/CM15/2015_1001 CM15 Jug Bay sites.xlsx,397,,,nmol/g dw h,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,dry bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.31,,,g/cc,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,gww/gdw,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,3.41,,,gww/gdw,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,k-dry bulk density,,S:\MicrobialEcology\Analytical  Data\Weights\Weights 2015\marsh survey weights.xlsx,0.3111,,,gdw/cc,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,Homogenized soil,none,,LOI,11/02/15,S:\MicrobialEcology/Analytical  Data/Weights/Weights 2015/marsh survey weights.xlsx,11.3,,,%,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,Homogenized soil,none,,MeHg-bulk,11/19/15,20151119 MERX  CM15 soils,0.485,0.013,,ng/gdw,,,71%
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,porosity,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.75,,,ml/cc,,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Al,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,33,0.03,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ba,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.289,0,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ca,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,3.1,0.02,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Fe,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,37,0.02,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-K,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,11,1.8,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mg,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,3.71,0.01,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.45,0,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Na,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,1.79,0.07,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-P,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,1.76,0.07,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-S,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,2.41,0.29,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Si,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,271,1.45,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Sr,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.05,0,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Zn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.13,0.02,,mg/g,10,,
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,Homogenized soil,none,,THg-bulk,11/18/15,20151118 FIAS CM15 CU13 soils.xlsx,62.9,2.57,,ng/gdw,10,,98%
CM15-1106,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,wet bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,1.06,,,g/cc,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,dry bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.35,,,g/cc,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,gww/gdw,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,3.13,,,gww/gdw,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,k-dry bulk density,,S:\MicrobialEcology\Analytical  Data\Weights\Weights 2015\marsh survey weights.xlsx,0.3497,,,gdw/cc,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,Homogenized soil,none,,LOI,11/02/15,S:\MicrobialEcology/Analytical  Data/Weights/Weights 2015/marsh survey weights.xlsx,10.3,,,%,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,Homogenized soil,none,,MeHg-bulk,11/19/15,20151119 MERX  CM15 soils,0.359,0.011,,ng/gdw,,,88%
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,soil,,,,,porosity,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.74,,,ml/cc,,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Al,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,31,0.03,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ba,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.27,0,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ca,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,3,0.01,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Fe,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,37,0.02,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-K,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,11,1.77,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mg,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,3.51,0.01,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.45,0,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Na,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,1.9,0.07,,mg/g,10,,
CM15-1107,Jug Bay Mudflat,0-4 cm,2,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-P,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,1.77,0.07,,mg/g,10,,
